Time, Altitude, Velocity, Temperature (C), Voltage
34.30, 2761, -96, 27.94, 9.50
34.35, 2669, -100, 27.98, 9.50
34.40, 2649, -102, 28.00, 9.50
34.45, 2683, -102, 28.00, 9.50
34.50, 2717, -98, 27.99, 9.50
34.55, 2699, -93, 27.98, 9.50
34.60, 2642, -88, 27.96, 9.50
34.65, 2583, -84, 27.97, 9.50
34.70, 2549, -81, 27.96, 9.50
34.75, 2553, -78, 27.96, 9.50
34.80, 2607, -77, 27.98, 9.50
34.85, 2624, -76, 27.98, 9.50
34.90, 2626, -75, 28.00, 9.50
34.95, 2602, -76, 28.00, 9.50
35.00, 2572, -77, 28.00, 9.50
35.05, 2546, -82, 28.00, 9.50
35.10, 2555, -89, 27.99, 9.50
35.15, 2548, -94, 27.99, 9.50
35.20, 2549, -91, 27.98, 9.50
35.25, 2544, -78, 28.00, 9.50
35.30, 2538, -59, 27.98, 9.50
35.35, 2543, -41, 27.98, 9.50
35.40, 2552, -35, 27.98, 9.50
35.45, 2562, -40, 27.98, 9.50
35.50, 2569, -48, 27.98, 9.50
35.55, 2572, -53, 27.98, 9.50
35.60, 2580, -49, 27.98, 9.50
35.65, 2560, -41, 27.99, 9.50
35.70, 2553, -36, 27.99, 9.50
35.75, 2546, -38, 28.00, 9.50
35.80, 2539, -46, 28.00, 9.50
35.85, 2535, -55, 28.00, 9.50
35.90, 2534, -61, 28.00, 9.50
35.95, 2556, -62, 27.99, 9.50
36.00, 2564, -59, 28.00, 9.50
36.05, 2569, -57, 27.99, 9.50
36.10, 2578, -57, 27.98, 9.50
36.15, 2595, -58, 27.95, 9.50
36.20, 2622, -60, 27.93, 9.50
36.25, 2638, -59, 27.89, 9.50
36.30, 2668, -55, 27.85, 9.50
36.35, 2651, -47, 27.83, 9.50
36.40, 2612, -34, 27.83, 9.50
36.45, 2575, -19, 27.84, 9.50
36.50, 2549, -4, 27.86, 9.50
36.55, 2535, 9, 27.88, 9.50
36.60, 2522, 18, 27.89, 9.50
36.65, 2518, 22, 27.90, 9.50
36.70, 2515, 23, 27.90, 9.50
36.75, 2507, 23, 27.92, 9.50
36.80, 2494, 22, 27.92, 9.50
36.85, 2482, 22, 27.93, 9.50
36.90, 2476, 23, 27.93, 9.50
36.95, 2464, 24, 27.93, 9.50
37.00, 2450, 22, 27.93, 9.50
37.05, 2443, 15, 27.93, 9.50
37.10, 2435, -1, 27.92, 9.50
37.15, 2425, -29, 27.92, 9.50
37.20, 2420, -65, 27.90, 9.50
37.25, 2421, -103, 27.89, 9.50
37.30, 2436, -135, 27.89, 9.50
37.35, 2471, -154, 27.88, 9.50
37.40, 2527, -163, 27.87, 9.50
37.45, 2573, -163, 27.88, 9.50
37.50, 2604, -159, 27.88, 9.50
37.55, 2621, -155, 27.88, 9.50
37.60, 2619, -152, 27.88, 9.50
37.65, 2604, -150, 27.88, 9.50
37.70, 2588, -148, 27.88, 9.50
37.75, 2568, -143, 27.88, 9.50
37.80, 2579, -137, 27.88, 9.50
37.85, 2587, -129, 27.88, 9.50
37.90, 2599, -120, 27.86, 9.50
37.95, 2606, -111, 27.84, 9.50
38.00, 2632, -101, 27.83, 9.50
38.05, 2623, -93, 27.83, 9.50
38.10, 2571, -87, 27.84, 9.50
38.15, 2500, -84, 27.86, 9.50
38.20, 2422, -85, 27.89, 9.50
38.25, 2352, -92, 27.93, 9.50
38.30, 2307, -106, 27.94, 9.50
38.35, 2276, -127, 27.96, 9.50
38.40, 2260, -150, 27.98, 9.50
38.45, 2247, -173, 27.98, 9.50
38.50, 2235, -191, 27.98, 9.50
38.55, 2228, -203, 28.00, 9.50
38.60, 2223, -207, 28.00, 9.50
38.65, 2221, -207, 28.00, 9.50
38.70, 2220, -207, 28.00, 9.50
38.75, 2222, -207, 27.98, 9.50
38.80, 2231, -210, 27.98, 9.50
38.85, 2239, -215, 27.97, 9.50
38.90, 2249, -221, 27.96, 9.50
38.95, 2256, -225, 27.98, 9.50
39.00, 2262, -222, 27.97, 9.50
39.05, 2272, -210, 27.98, 9.50
39.10, 2276, -189, 27.98, 9.50
39.15, 2266, -164, 27.98, 9.50
39.20, 2259, -141, 27.98, 9.50
39.25, 2252, -122, 27.98, 9.50
39.30, 2238, -108, 27.98, 9.50
39.35, 2234, -96, 27.97, 9.50
39.40, 2220, -82, 27.96, 9.50
39.45, 2203, -67, 27.97, 9.50
39.50, 2199, -51, 27.98, 9.50
39.55, 2206, -37, 27.96, 9.50
39.60, 2206, -26, 27.96, 9.50
39.65, 2185, -22, 27.96, 9.50
39.70, 2179, -22, 27.96, 9.50
39.75, 2170, -30, 27.96, 9.50
39.80, 2173, -41, 27.96, 9.50
39.85, 2168, -50, 27.95, 9.50
39.90, 2163, -54, 27.96, 9.50
39.95, 2163, -49, 27.96, 9.50
40.00, 2164, -36, 27.96, 9.50
40.05, 2190, -18, 27.95, 9.50
40.10, 2198, -4, 27.96, 9.50
40.15, 2172, 7, 27.96, 9.50
40.20, 2139, 9, 27.95, 9.50
40.25, 2097, 1, 27.94, 9.50
40.30, 2076, -13, 27.95, 9.50
40.35, 2085, -34, 27.96, 9.50
40.40, 2120, -52, 27.95, 9.50
40.45, 2139, -62, 27.94, 9.50
40.50, 2169, -62, 27.94, 9.50
40.55, 2188, -52, 27.94, 9.50
40.60, 2188, -37, 27.94, 9.50
40.65, 2200, -23, 27.94, 9.50
40.70, 2181, -14, 27.94, 9.50
40.75, 2152, -9, 27.94, 9.50
40.80, 2127, -6, 27.94, 9.50
40.85, 2106, -5, 27.93, 9.50
40.90, 2124, -8, 27.92, 9.50
40.95, 2169, -19, 27.88, 9.50
41.00, 2276, -38, 27.84, 9.50
41.05, 2284, -61, 27.83, 9.50
41.10, 2286, -79, 27.82, 9.50
41.15, 2289, -87, 27.81, 9.50
41.20, 2289, -85, 27.81, 9.50
41.25, 2263, -78, 27.84, 9.50
41.30, 2144, -73, 27.89, 9.50
41.35, 2076, -73, 27.92, 9.50
41.40, 2051, -76, 27.91, 9.50
41.45, 2062, -78, 27.91, 9.50
41.50, 2072, -78, 27.91, 9.50
41.55, 2136, -74, 27.89, 9.50
41.60, 2181, -67, 27.88, 9.50
41.65, 2173, -60, 27.86, 9.50
41.70, 2152, -53, 27.84, 9.50
41.75, 2140, -46, 27.80, 9.50
41.80, 2151, -44, 27.76, 9.50
41.85, 2182, -51, 27.75, 9.50
41.90, 2187, -71, 27.78, 9.50
41.95, 2114, -102, 27.84, 9.50
42.00, 2030, -139, 27.89, 9.50
42.05, 1995, -170, 27.89, 9.50
42.10, 1970, -190, 27.91, 9.50
42.15, 1965, -193, 27.91, 9.50
42.20, 1961, -182, 27.90, 9.50
42.25, 1957, -161, 27.91, 9.50
42.30, 1958, -135, 27.89, 9.50
42.35, 1966, -114, 27.89, 9.50
42.40, 1973, -103, 27.89, 9.50
42.45, 1992, -102, 27.88, 9.50
42.50, 2039, -106, 27.87, 9.50
42.55, 2074, -107, 27.85, 9.50
42.60, 2081, -100, 27.84, 9.50
42.65, 2073, -88, 27.81, 9.50
42.70, 2059, -77, 27.78, 9.50
42.75, 2048, -73, 27.78, 9.50
42.80, 2064, -77, 27.78, 9.50
42.85, 2047, -86, 27.83, 9.50
42.90, 2007, -94, 27.86, 9.50
42.95, 1944, -96, 27.89, 9.50
43.00, 1904, -92, 27.89, 9.50
43.05, 1889, -87, 27.89, 9.50
43.10, 1891, -83, 27.89, 9.50
43.15, 1887, -81, 27.89, 9.50
43.20, 1901, -80, 27.89, 9.50
43.25, 1917, -80, 27.89, 9.50
43.30, 1908, -81, 27.89, 9.50
43.35, 1892, -85, 27.88, 9.50
43.40, 1869, -94, 27.88, 9.50
43.45, 1857, -106, 27.86, 9.50
43.50, 1892, -120, 27.84, 9.50
43.55, 1947, -133, 27.83, 9.50
43.60, 2001, -141, 27.80, 9.50
43.65, 2035, -144, 27.79, 9.50
43.70, 2046, -140, 27.79, 9.50
43.75, 2035, -132, 27.80, 9.50
43.80, 1994, -121, 27.82, 9.50
43.85, 1951, -108, 27.83, 9.50
43.90, 1907, -96, 27.84, 9.50
43.95, 1868, -87, 27.86, 9.50
44.00, 1839, -82, 27.88, 9.50
44.05, 1814, -82, 27.89, 9.50
44.10, 1799, -84, 27.90, 9.50
44.15, 1803, -86, 27.89, 9.50
44.20, 1804, -85, 27.89, 9.50
44.25, 1811, -78, 27.89, 9.50
44.30, 1814, -68, 27.89, 9.50
44.35, 1799, -56, 27.89, 9.50
44.40, 1799, -46, 27.89, 9.50
44.45, 1799, -43, 27.88, 9.50
44.50, 1794, -48, 27.88, 9.50
44.55, 1789, -61, 27.88, 9.50
44.60, 1777, -76, 27.87, 9.50
44.65, 1773, -88, 27.87, 9.50
44.70, 1783, -93, 27.86, 9.50
44.75, 1825, -90, 27.86, 9.50
44.80, 1833, -83, 27.85, 9.50
44.85, 1822, -76, 27.84, 9.50
44.90, 1796, -67, 27.83, 9.50
44.95, 1767, -54, 27.83, 9.50
45.00, 1738, -34, 27.81, 9.50
45.05, 1717, -6, 27.80, 9.50
45.10, 1709, 24, 27.81, 9.50
45.15, 1724, 46, 27.81, 9.50
45.20, 1747, 56, 27.80, 9.50
45.25, 1769, 53, 27.79, 9.50
45.30, 1784, 40, 27.80, 9.50
45.35, 1794, 22, 27.79, 9.50
45.40, 1811, 4, 27.80, 9.50
45.45, 1828, -12, 27.80, 9.50
45.50, 1842, -25, 27.81, 9.50
45.55, 1840, -35, 27.80, 9.50
45.60, 1830, -44, 27.80, 9.50
45.65, 1827, -55, 27.79, 9.50
45.70, 1849, -66, 27.79, 9.50
45.75, 1852, -78, 27.78, 9.50
45.80, 1821, -86, 27.77, 9.50
45.85, 1770, -87, 27.75, 9.50
45.90, 1717, -83, 27.72, 9.50
45.95, 1725, -74, 27.71, 9.50
46.00, 1798, -66, 27.69, 9.50
46.05, 1890, -61, 27.68, 9.50
46.10, 1929, -60, 27.69, 9.50
46.15, 1946, -66, 27.69, 9.50
46.20, 1956, -75, 27.70, 9.50
46.25, 1893, -86, 27.72, 9.50
46.30, 1836, -99, 27.74, 9.50
46.35, 1797, -112, 27.76, 9.50
46.40, 1768, -124, 27.78, 9.50
46.45, 1737, -134, 27.79, 9.50
46.50, 1714, -139, 27.81, 9.50
46.55, 1700, -140, 27.81, 9.50
46.60, 1670, -139, 27.81, 9.50
46.65, 1676, -135, 27.81, 9.50
46.70, 1648, -130, 27.81, 9.50
46.75, 1635, -124, 27.81, 9.50
46.80, 1646, -115, 27.82, 9.50
46.85, 1619, -108, 27.81, 9.50
46.90, 1617, -108, 27.81, 9.50
46.95, 1626, -118, 27.81, 9.50
47.00, 1614, -139, 27.80, 9.50
47.05, 1615, -165, 27.80, 9.50
47.10, 1604, -185, 27.79, 9.50
47.15, 1602, -197, 27.78, 9.50
47.20, 1595, -196, 27.78, 9.50
47.25, 1598, -182, 27.78, 9.50
47.30, 1585, -162, 27.78, 9.50
47.35, 1561, -139, 27.76, 9.50
47.40, 1551, -116, 27.77, 9.50
47.45, 1552, -95, 27.76, 9.50
47.50, 1559, -76, 27.76, 9.50
47.55, 1558, -60, 27.76, 9.50
47.60, 1572, -45, 27.76, 9.50
47.65, 1596, -32, 27.76, 9.50
47.70, 1586, -19, 27.76, 9.50
47.75, 1592, -6, 27.75, 9.50
47.80, 1569, 6, 27.75, 9.50
47.85, 1548, 18, 27.74, 9.50
47.90, 1554, 27, 27.74, 9.50
47.95, 1546, 33, 27.74, 9.50
48.00, 1531, 37, 27.74, 9.50
48.05, 1539, 35, 27.74, 9.50
48.10, 1530, 30, 27.74, 9.50
48.15, 1527, 21, 27.73, 9.50
48.20, 1525, 10, 27.74, 9.50
48.25, 1520, 1, 27.74, 9.50
48.30, 1536, -7, 27.73, 9.50
48.35, 1548, -11, 27.73, 9.50
48.40, 1554, -14, 27.71, 9.50
48.45, 1575, -17, 27.69, 9.50
48.50, 1582, -20, 27.67, 9.50
48.55, 1593, -23, 27.64, 9.50
48.60, 1605, -27, 27.63, 9.50
48.65, 1615, -29, 27.62, 9.50
48.70, 1630, -28, 27.61, 9.50
48.75, 1645, -26, 27.60, 9.50
48.80, 1666, -21, 27.58, 9.50
48.85, 1684, -16, 27.57, 9.50
48.90, 1695, -13, 27.57, 9.50
48.95, 1698, -11, 27.56, 9.50
49.00, 1689, -12, 27.55, 9.50
49.05, 1678, -13, 27.55, 9.50
49.10, 1650, -15, 27.55, 9.50
49.15, 1616, -16, 27.56, 9.50
49.20, 1584, -17, 27.56, 9.50
49.25, 1557, -17, 27.57, 9.50
49.30, 1536, -19, 27.59, 9.50
49.35, 1530, -25, 27.57, 9.50
49.40, 1522, -36, 27.58, 9.50
49.45, 1518, -53, 27.59, 9.50
49.50, 1517, -73, 27.59, 9.50
49.55, 1521, -92, 27.59, 9.50
49.60, 1524, -106, 27.58, 9.50
49.65, 1525, -114, 27.59, 9.50
49.70, 1531, -115, 27.58, 9.50
49.75, 1531, -111, 27.59, 9.50
49.80, 1530, -109, 27.58, 9.50
49.85, 1530, -111, 27.57, 9.50
49.90, 1527, -122, 27.57, 9.50
49.95, 1517, -136, 27.57, 9.50
50.00, 1512, -151, 27.57, 9.50
50.05, 1499, -160, 27.57, 9.50
50.10, 1489, -162, 27.57, 9.50
50.15, 1489, -158, 27.59, 9.50
50.20, 1496, -151, 27.61, 9.50
50.25, 1506, -142, 27.64, 9.50
50.30, 1510, -134, 27.68, 9.50
50.35, 1512, -128, 27.71, 9.50
50.40, 1480, -125, 27.72, 9.50
50.45, 1441, -125, 27.73, 9.50
50.50, 1394, -128, 27.73, 9.50
50.55, 1384, -132, 27.73, 9.50
50.60, 1362, -136, 27.73, 9.50
50.65, 1393, -140, 27.73, 9.50
50.70, 1420, -142, 27.72, 9.50
50.75, 1477, -145, 27.69, 9.50
50.80, 1504, -146, 27.64, 9.50
50.85, 1489, -145, 27.61, 9.50
50.90, 1419, -141, 27.60, 9.50
50.95, 1364, -132, 27.63, 9.50
51.00, 1341, -121, 27.65, 9.50
51.05, 1324, -109, 27.68, 9.50
51.10, 1307, -101, 27.68, 9.50
51.15, 1282, -96, 27.69, 9.50
51.20, 1279, -98, 27.71, 9.50
51.25, 1282, -103, 27.73, 9.50
51.30, 1287, -110, 27.73, 9.50
51.35, 1290, -115, 27.74, 9.50
51.40, 1287, -113, 27.73, 9.50
51.45, 1268, -103, 27.73, 9.50
51.50, 1264, -88, 27.73, 9.50
51.55, 1246, -73, 27.73, 9.50
51.60, 1255, -67, 27.73, 9.50
51.65, 1251, -73, 27.73, 9.50
51.70, 1255, -85, 27.71, 9.50
51.75, 1243, -100, 27.72, 9.50
51.80, 1233, -107, 27.73, 9.50
51.85, 1233, -103, 27.73, 9.50
51.90, 1245, -93, 27.73, 9.50
51.95, 1280, -79, 27.72, 9.50
52.00, 1300, -66, 27.71, 9.50
52.05, 1309, -55, 27.69, 9.50
52.10, 1315, -47, 27.66, 9.50
52.15, 1312, -41, 27.64, 9.50
52.20, 1312, -37, 27.63, 9.50
52.25, 1307, -34, 27.63, 9.50
52.30, 1272, -31, 27.67, 9.50
52.35, 1211, -27, 27.71, 9.50
52.40, 1298, -20, 27.64, 9.50
52.45, 1311, -11, 27.64, 9.50
52.50, 1295, -3, 27.66, 9.50
52.55, 1287, 4, 27.67, 9.50
52.60, 1271, 7, 27.69, 9.50
52.65, 1258, 7, 27.70, 9.50
52.70, 1252, 4, 27.69, 9.50
52.75, 1251, 0, 27.71, 9.50
52.80, 1257, -5, 27.70, 9.50
52.85, 1239, -14, 27.69, 9.50
52.90, 1228, -25, 27.69, 9.50
52.95, 1226, -38, 27.69, 9.50
53.00, 1212, -50, 27.69, 9.50
53.05, 1211, -60, 27.68, 9.50
53.10, 1215, -67, 27.68, 9.50
53.15, 1217, -68, 27.68, 9.50
53.20, 1212, -64, 27.66, 9.50
53.25, 1218, -54, 27.65, 9.50
53.30, 1229, -37, 27.63, 9.50
53.35, 1238, -21, 27.63, 9.50
53.40, 1250, -8, 27.61, 9.50
53.45, 1262, 0, 27.59, 9.50
53.50, 1271, 2, 27.57, 9.50
53.55, 1275, 2, 27.56, 9.50
53.60, 1273, 3, 27.56, 9.50
53.65, 1259, 2, 27.55, 9.50
53.70, 1244, 0, 27.55, 9.50
53.75, 1230, -4, 27.54, 9.50
53.80, 1219, -11, 27.54, 9.50
53.85, 1212, -18, 27.54, 9.50
53.90, 1198, -26, 27.55, 9.50
53.95, 1191, -34, 27.57, 9.50
54.00, 1184, -43, 27.56, 9.50
54.05, 1176, -52, 27.57, 9.50
54.10, 1170, -62, 27.57, 9.50
54.15, 1171, -71, 27.56, 9.50
54.20, 1171, -80, 27.56, 9.50
54.25, 1181, -89, 27.55, 9.50
54.30, 1199, -97, 27.55, 9.50
54.35, 1225, -104, 27.53, 9.50
54.40, 1250, -111, 27.54, 9.50
54.45, 1268, -116, 27.53, 9.50
54.50, 1283, -120, 27.52, 9.50
54.55, 1282, -124, 27.53, 9.50
54.60, 1278, -126, 27.54, 9.50
54.65, 1261, -127, 27.56, 9.50
54.70, 1244, -128, 27.57, 9.50
54.75, 1231, -128, 27.57, 9.50
54.80, 1205, -130, 27.59, 9.50
54.85, 1185, -130, 27.59, 9.50
54.90, 1154, -128, 27.59, 9.50
54.95, 1132, -125, 27.61, 9.50
55.00, 1114, -119, 27.61, 9.50
55.05, 1091, -110, 27.62, 9.50
55.10, 1073, -99, 27.62, 9.50
55.15, 1056, -87, 27.62, 9.50
55.20, 1047, -77, 27.63, 9.50
55.25, 1036, -71, 27.63, 9.50
55.30, 1031, -70, 27.63, 9.50
55.35, 1031, -75, 27.64, 9.50
55.40, 1032, -84, 27.66, 9.50
55.45, 1037, -96, 27.66, 9.50
55.50, 1032, -108, 27.68, 9.50
55.55, 1020, -120, 27.68, 9.50
55.60, 1010, -128, 27.68, 9.50
55.65, 988, -133, 27.68, 9.50
55.70, 1006, -134, 27.68, 9.50
55.75, 954, -131, 27.68, 9.50
55.80, 948, -124, 27.68, 9.50
55.85, 941, -115, 27.68, 9.50
55.90, 947, -104, 27.67, 9.50
55.95, 944, -93, 27.67, 9.50
56.00, 956, -83, 27.66, 9.50
56.05, 964, -74, 27.66, 9.50
56.10, 1012, -66, 27.64, 9.50
56.15, 1034, -60, 27.62, 9.50
56.20, 1055, -55, 27.59, 9.50
56.25, 1077, -52, 27.56, 9.50
56.30, 1093, -51, 27.52, 9.50
56.35, 1091, -52, 27.51, 9.50
56.40, 1084, -55, 27.51, 9.50
56.45, 1067, -61, 27.50, 9.50
56.50, 1044, -70, 27.49, 9.50
56.55, 1014, -81, 27.50, 9.50
56.60, 990, -93, 27.51, 9.50
56.65, 973, -102, 27.52, 9.50
56.70, 964, -108, 27.53, 9.50
56.75, 958, -109, 27.54, 9.50
56.80, 953, -108, 27.56, 9.50
56.85, 957, -108, 27.56, 9.50
56.90, 954, -109, 27.56, 9.50
56.95, 952, -114, 27.57, 9.50
57.00, 951, -121, 27.56, 9.50
57.05, 946, -131, 27.56, 9.50
57.10, 945, -144, 27.56, 9.50
57.15, 942, -156, 27.55, 9.50
57.20, 939, -167, 27.54, 9.50
57.25, 935, -176, 27.53, 9.50
57.30, 933, -179, 27.52, 9.50
57.35, 934, -179, 27.53, 9.50
57.40, 928, -174, 27.56, 9.50
57.45, 906, -166, 27.57, 9.50
57.50, 867, -158, 27.60, 9.50
57.55, 822, -149, 27.63, 9.50
57.60, 777, -141, 27.64, 9.50
57.65, 757, -137, 27.66, 9.50
57.70, 750, -171, 27.66, 9.50
57.75, 747, -209, 27.66, 9.50
57.80, 740, -249, 27.66, 9.50
57.85, 736, -289, 27.66, 9.50
57.90, 730, -253, 27.65, 9.50
57.95, 725, -215, 27.66, 9.50
58.00, 726, -173, 27.65, 9.50
58.05, 727, -130, 27.65, 9.50
58.10, 723, -125, 27.64, 9.50
58.15, 721, -121, 27.64, 9.50
58.20, 722, -119, 27.64, 9.50
58.25, 733, -119, 27.64, 9.50
58.30, 728, -121, 27.64, 9.50
58.35, 734, -124, 27.64, 9.50
58.40, 742, -127, 27.64, 9.50
58.45, 737, -129, 27.64, 9.50
58.50, 728, -129, 27.63, 9.50
58.55, 726, -126, 27.63, 9.50
58.60, 709, -121, 27.63, 9.50
58.65, 708, -116, 27.63, 9.50
58.70, 702, -111, 27.61, 9.50
58.75, 697, -106, 27.62, 9.50
58.80, -478, -101, 27.62, 9.40
58.85, 655, -95, 27.65, 9.50
58.90, 663, -91, 27.70, 9.50
58.95, 688, -89, 27.77, 9.50
59.00, 699, -89, 27.88, 9.50
59.05, 704, -89, 27.99, 9.50
59.10, 712, -86, 28.12, 9.50
59.15, 709, -78, 28.27, 9.50
59.20, 703, -67, 28.44, 9.50
59.25, 704, -55, 28.61, 9.50
59.30, 702, -46, 28.79, 9.50
59.35, 678, -42, 28.96, 9.50
59.40, 637, -42, 29.13, 9.50
59.45, 602, -45, 29.29, 9.50
59.50, 574, -49, 29.42, 9.50
59.55, 548, -56, 29.52, 9.50
59.60, 534, -64, 29.62, 9.50
59.65, 529, -36, 29.69, 9.50
59.70, 536, -8, 29.75, 9.50
59.75, 548, 23, 29.79, 9.50
59.80, 552, 58, 29.81, 9.50
59.85, 551, 23, 29.84, 9.50
59.90, 564, -11, 29.84, 9.50
59.95, 572, -47, 29.85, 9.50
60.00, 540, -86, 29.84, 9.50
60.05, 522, -91, 29.83, 9.50
60.10, 550, -97, 29.81, 9.50
60.15, 601, -104, 29.79, 9.50
60.20, 638, -109, 29.77, 9.50
60.25, 655, -110, 29.75, 9.50
60.30, 665, -105, 29.73, 9.50
60.35, 658, -95, 29.72, 9.50
60.40, 655, -79, 29.71, 9.50
60.45, 635, -62, 29.69, 9.50
60.50, 619, -45, 29.68, 9.50
60.55, 598, -32, 29.66, 9.50
60.60, 568, -24, 29.65, 9.50
60.65, 533, -22, 29.64, 9.50
60.70, 505, -23, 29.63, 9.50
60.75, 481, -28, 29.61, 9.50
60.80, 570, -33, 29.52, 9.50
60.85, 514, -36, 29.56, 9.50
60.90, 529, -36, 29.56, 9.50
60.95, 538, -34, 29.54, 9.50
61.00, 539, -32, 29.52, 9.50
61.05, 520, -33, 29.51, 9.50
61.10, 499, -40, 29.49, 9.50
61.15, 484, -53, 29.48, 9.50
61.20, 477, -68, 29.46, 9.50
61.25, 471, -81, 29.46, 9.50
61.30, 475, -89, 29.43, 9.50
61.35, 485, -90, 29.41, 9.50
61.40, 488, -85, 29.39, 9.50
61.45, 483, -77, 29.41, 9.50
61.50, 512, -67, 29.37, 9.50
61.55, 502, -57, 29.37, 9.50
61.60, 497, -47, 29.36, 9.50
61.65, 505, -38, 29.35, 9.50
61.70, 487, -31, 29.34, 9.50
61.75, 480, -28, 29.32, 9.50
61.80, 482, -29, 29.31, 9.50
61.85, 482, -35, 29.29, 9.50
61.90, 486, -41, 29.29, 9.50
61.95, 489, -46, 29.27, 9.50
62.00, 492, -47, 29.26, 9.50
62.05, 499, -44, 29.26, 9.50
62.10, 503, -38, 29.25, 9.50
62.15, 488, -33, 29.26, 9.50
62.20, 479, -29, 29.26, 9.50
62.25, 475, -28, 29.25, 9.50
62.30, 471, -29, 29.26, 9.50
62.35, 470, -31, 29.24, 9.50
62.40, 478, -33, 29.22, 9.50
62.45, 508, -36, 29.20, 9.50
62.50, 484, -38, 29.21, 9.50
62.55, 461, -38, 29.22, 9.50
62.60, 468, -36, 29.21, 9.50
62.65, 453, -33, 29.22, 9.50
62.70, 450, -28, 29.21, 9.50
62.75, 446, -24, 29.21, 9.50
62.80, 440, -20, 29.21, 9.50
62.85, 440, -18, 29.21, 9.50
62.90, 437, -18, 29.20, 9.50
62.95, 430, -20, 29.21, 9.50
63.00, 429, -22, 29.19, 9.50
63.05, 427, -24, 29.19, 9.50
63.10, 427, -26, 29.19, 9.50
63.15, 426, -26, 29.18, 9.50
63.20, 424, -26, 29.19, 9.50
63.25, 423, -27, 29.19, 9.50
63.30, 421, -29, 29.19, 9.50
63.35, 422, -32, 29.18, 9.50
63.40, 423, -35, 29.17, 9.50
63.45, 423, -36, 29.17, 9.50
63.50, 423, -35, 29.17, 9.50
63.55, 427, -32, 29.17, 9.50
63.60, 430, -29, 29.15, 9.50
63.65, 433, -25, 29.15, 9.50
63.70, 439, -23, 29.15, 9.50
63.75, 448, -21, 29.14, 9.50
63.80, 454, -20, 29.14, 9.50
63.85, 455, -19, 29.14, 9.50
63.90, 453, -17, 29.14, 9.50
63.95, 448, -16, 29.14, 9.50
64.00, 448, -15, 29.13, 9.50
64.05, 444, -14, 29.14, 9.50
64.10, 438, -13, 29.14, 9.50
64.15, 432, -12, 29.14, 9.50
64.20, 423, -12, 29.15, 9.50
64.25, 418, -11, 29.15, 9.50
64.30, 414, -11, 29.15, 9.50
64.35, 412, -10, 29.15, 9.50
64.40, 411, -10, 29.15, 9.50
64.45, 412, -9, 29.14, 9.50
64.50, 409, -9, 29.15, 9.50
64.55, 410, -9, 29.14, 9.50
64.60, 408, -9, 29.14, 9.50
64.65, 407, -10, 29.14, 9.50
64.70, 404, -12, 29.14, 9.50
64.75, 403, -13, 29.14, 9.50
64.80, 401, -14, 29.14, 9.50
64.85, 401, -14, 29.14, 9.50
64.90, 401, -13, 29.14, 9.50
64.95, 402, -11, 29.13, 9.50
65.00, 401, -9, 29.13, 9.50
65.05, 402, -6, 29.14, 9.50
65.10, 402, -3, 29.13, 9.50
65.15, 402, -1, 29.12, 9.50
65.20, 401, 2, 29.13, 9.50
65.25, 401, 4, 29.12, 9.50
65.30, 402, 5, 29.13, 9.50
65.35, 404, 5, 29.12, 9.50
65.40, 405, 4, 29.12, 9.50
65.45, 408, 2, 29.12, 9.50
65.50, 409, 1, 29.11, 9.50
65.55, 413, -1, 29.10, 9.50
65.60, 415, -2, 29.10, 9.50
65.65, 417, -4, 29.10, 9.50
65.70, 421, -5, 29.10, 9.50
65.75, 424, -6, 29.09, 9.50
65.80, 424, -8, 29.09, 9.50
65.85, 427, -9, 29.09, 9.50
65.90, 428, -10, 29.09, 9.50
65.95, 430, -11, 29.09, 9.50
66.00, 431, -12, 29.08, 9.50
66.05, 429, -14, 29.09, 9.50
66.10, 431, -15, 29.08, 9.50
66.15, 430, -16, 29.09, 9.50
66.20, 429, -17, 29.09, 9.50
66.25, 426, -18, 29.08, 9.50
66.30, 422, -19, 29.09, 9.50
66.35, 420, -20, 29.09, 9.50
66.40, 415, -21, 29.08, 9.50
66.45, 413, -23, 29.09, 9.50
66.50, 408, -24, 29.08, 9.50
66.55, 402, -26, 29.09, 9.50
66.60, 399, -28, 29.09, 9.50
66.65, 394, -30, 29.10, 9.50
66.70, 390, -32, 29.10, 9.50
66.75, 386, -33, 29.10, 9.50
66.80, 385, -35, 29.10, 9.50
66.85, 381, -36, 29.10, 9.50
66.90, 379, -37, 29.10, 9.50
66.95, 378, -38, 29.10, 9.50
67.00, 375, -39, 29.10, 9.50
67.05, 372, -40, 29.10, 9.50
67.10, 372, -41, 29.10, 9.50
67.15, 368, -41, 29.10, 9.50
67.20, 368, -40, 29.10, 9.50
67.25, 367, -40, 29.10, 9.50
67.30, 365, -38, 29.10, 9.50
67.35, 363, -37, 29.10, 9.50
67.40, 365, -36, 29.10, 9.50
67.45, 364, -34, 29.10, 9.50
67.50, 362, -33, 29.10, 9.50
67.55, 360, -31, 29.09, 9.50
67.60, 361, -29, 29.09, 9.50
67.65, 358, -27, 29.09, 9.50
67.70, 357, -25, 29.10, 9.50
67.75, 356, -24, 29.10, 9.50
67.80, 356, -23, 29.09, 9.50
67.85, 354, -22, 29.09, 9.50
67.90, 355, -21, 29.09, 9.50
67.95, 353, -20, 29.09, 9.50
68.00, 352, -18, 29.09, 9.50
68.05, 350, -17, 29.09, 9.50
